,x,y,target,Kmeans,GMM
224,44.75762558,-17.50226021,1,0,1
225,22.55784798,66.76944733,1,1,1
226,19.3699379,45.75612259,1,1,1
227,-13.68238163,-2.830513239,0,1,1
228,44.8844986,4.022301197,0,1,1
229,-14.34014797,-81.74753571,1,1,1
230,-1.391273379,-3.125152111,1,0,1
231,19.32017136,67.30181885,0,1,1
232,37.90177917,0.571274757,0,1,1
233,6.483534336,-27.22999954,1,0,1
234,-32.43914413,-6.265182972,1,0,1
235,46.52787399,-4.931180477,0,1,0
236,-18.20841217,36.08467865,0,0,1
237,30.34659767,72.27768707,1,0,1
238,-57.25119019,25.47134018,0,1,0
239,-18.48244095,-2.231952906,0,0,1
240,5.073660851,71.59394836,1,0,1
241,-11.06272125,65.1849823,1,0,1
242,-43.74233627,22.97677803,1,0,0
243,-18.26650047,64.4779892,1,0,1
244,-33.86832428,33.20503616,0,0,1
245,-57.05032349,-60.78032684,1,0,1
246,-39.44203186,50.23561859,0,1,1
247,8.602092743,-52.13119507,1,1,1
248,-59.21676254,-19.57863808,1,0,1
249,-47.20225906,-67.72127533,1,0,1
250,-9.408724785,48.83935928,1,1,1
251,-11.96704197,32.31401825,1,0,1
252,-55.718647,-36.68686676,0,0,1
253,-2.7943995,79.96120453,1,0,1
254,-48.48026657,-3.833709717,1,0,1
255,-37.44857025,-4.200125694,1,0,1
256,60.03991318,37.75399399,1,1,0
257,-62.26644897,-38.88444901,1,0,1
258,-48.50801086,64.44295502,1,1,1
259,-27.37950516,-34.2568779,0,1,1
260,-18.96042061,-81.11106873,1,1,1
261,-57.18580627,26.57411957,1,1,1
262,58.32404327,-17.1382103,1,1,1
263,-21.39518738,-47.34486771,1,1,1
264,7.045052052,-65.79560852,1,0,1
265,-30.07967567,19.71721268,1,0,1
266,-36.35321045,-22.38038063,1,0,1
267,-17.53110695,-0.904867172,0,0,1
268,-32.28644562,49.67292404,1,0,0
269,-41.71188354,-65.30639648,0,0,1
270,71.34836578,-1.334123611,1,1,1
271,-29.94778252,-54.90218735,0,0,0
272,60.68781662,61.18304062,0,1,1
273,-36.15328217,-42.47838211,0,0,0
274,-15.88138485,8.436674118,1,1,1
275,-7.670775414,27.85838127,0,0,1
276,-11.54233742,-61.04988098,1,0,1
277,-20.27441978,42.45582199,1,0,1
278,71.17650604,-1.461875916,1,1,1
279,-23.16784668,6.809949875,0,1,0
280,9.504291534,-27.53617477,0,0,1
281,-53.57145691,-3.331110716,1,0,1
282,-36.64516068,8.535119057,1,0,1
283,42.22269821,-48.30597305,1,1,0
284,8.873818398,-82.42933655,1,1,1
285,-55.46971893,-63.03510284,1,0,1
286,21.19991302,-20.56304741,0,1,1
287,-2.063570738,16.11712265,1,0,1
288,36.63336563,53.8706398,0,1,1
289,-33.72438431,66.03078461,1,0,1
290,11.23033714,-63.22488785,0,0,1
291,0.762635112,34.31526947,0,0,1
292,42.44763947,-47.6922226,1,1,1
293,16.03321075,-5.427175999,1,0,1
294,6.1178298,-66.39289856,1,0,1
295,52.04652786,-52.50312805,1,1,1
296,-44.51987457,54.71874237,0,0,0
297,42.70120621,-30.99326706,1,0,1
298,13.11170959,-25.66841888,1,0,1
299,31.13230133,21.16877747,1,0,1
300,-7.387343407,28.74441719,0,0,1
301,-36.2442131,25.364748,0,0,1
302,36.22428513,-0.735877991,0,1,1
303,13.1733799,-51.28152847,1,0,1
304,-25.59870529,-8.039653778,1,1,1
305,9.268568993,26.95129204,1,0,0
306,-43.65059662,34.99507904,1,0,1
307,54.12468719,-35.8762207,1,1,1
308,-13.61696243,5.109664917,1,0,1
309,49.88271713,2.235313654,1,1,1
310,-7.474911213,47.39432144,1,1,1
311,-3.16831708,-8.742100716,0,1,1
312,59.90229034,37.42477036,0,1,1
313,6.42813015,14.61053085,1,1,1
314,35.59070587,22.18911934,1,0,1
315,-48.30223465,19.49990654,1,0,1
316,23.92796326,74.04369354,0,1,1
317,-9.957303047,9.336090088,1,0,1
318,-55.16723251,44.24625778,1,1,1
319,21.63355827,-68.96672821,1,1,1
320,-9.706014633,2.098556042,0,1,1
321,15.02318382,68.61050415,0,1,1
322,49.54999924,-43.73771286,0,1,1
323,-51.49862289,-37.12862015,1,0,1
324,-63.98064804,21.13459778,0,0,0
325,-8.688235283,24.40863609,0,0,1
326,-56.29716492,32.00872803,1,0,0
327,24.4659729,-19.93156052,1,1,1
328,33.95363235,-55.00109482,0,0,1
329,-62.31338501,-38.16911316,1,0,1
330,48.2689209,-9.961152077,0,0,1
331,25.17712975,32.84009171,0,0,1
332,3.677264929,-14.24114513,1,1,1
333,-33.16654587,-48.72351456,0,0,0
334,-31.23348236,42.4809227,0,0,1
335,-1.476101041,28.07463264,1,0,1
336,-72.66703033,-19.17410088,0,1,1
337,-51.17389679,25.24257278,0,0,0
338,-18.04626465,18.10104179,0,0,0
339,18.37814522,20.75766373,0,0,0
340,-67.29167938,29.62029839,0,0,0
341,-2.715984821,-48.86099625,0,0,1
342,-44.53587341,51.84134674,1,0,1
343,-17.88451195,-60.3909874,0,0,0
344,49.75670624,0.532138884,0,1,0
345,2.870147705,24.2064743,0,1,0
346,-33.47388458,-27.78463364,0,1,1
347,41.817379,44.4068222,1,0,1
348,-44.65048599,53.4571991,1,0,1
349,12.55207825,-62.43515396,1,0,1
350,47.87524414,24.00209045,1,0,1
351,35.92029953,-14.30347633,0,0,1
352,-68.28873444,54.28192902,1,1,1
353,60.22880554,-14.77339745,0,1,0
354,36.22436905,5.748229504,1,1,1
355,-28.34980011,-21.17088699,1,1,1
356,-12.80933189,17.82561684,0,1,0
357,50.00695801,57.36575699,0,1,0
358,-16.64318657,60.87509918,1,0,1
359,-86.17545319,-0.118583381,1,1,1
360,22.49185181,-33.6118927,0,1,0
361,44.41565323,-37.20692062,1,1,0
362,39.42867279,38.28712463,1,1,1
363,-30.46078682,26.68465233,1,0,1
364,1.359137177,-33.05312729,1,1,0
365,-39.95729065,-17.33905602,0,1,0
366,34.50587845,-47.03293991,1,0,1
367,9.49724865,-22.3794632,0,1,1
368,-77.44406128,-5.150791645,1,1,1
369,45.84373093,25.26382256,0,0,1
370,0.471694916,53.3811264,1,1,1
371,-19.15136528,-10.1903429,1,0,1
372,-31.43909073,68.2565155,0,0,1
373,21.1919632,13.24567604,1,0,1
374,41.52978897,-50.70461655,1,1,1
375,5.213301659,71.38835144,0,0,1
376,75.67645264,8.115326881,0,1,1
377,-26.12906456,2.759333849,1,1,1
378,-63.9246254,44.59079361,0,1,1
379,16.84296989,-59.14891815,1,0,1
380,65.75189972,-0.574622154,1,1,0
381,-10.48637962,-35.54301453,1,1,1
382,-54.70772171,-43.27043915,1,0,1
383,-65.36860657,-20.30979156,1,0,0
384,-41.20557404,-46.69815063,1,0,1
385,39.99164963,-63.51357269,0,1,1
386,-5.884244919,3.54560256,1,0,1
387,-41.92512131,6.482016087,0,0,1
388,-5.397116184,10.00764942,0,0,1
389,47.20391846,-4.868839741,0,1,0
390,38.64787292,24.90323448,0,0,1
391,74.86482239,-34.0490036,0,1,1
392,-15.12272644,-16.14770126,0,1,0
393,49.64690399,62.30459213,1,1,1
394,-52.23108292,-10.79093361,1,0,1
395,36.54378128,-7.761334896,1,1,1
396,75.12101746,-39.2371254,0,1,1
397,-8.777853012,23.95274544,1,0,1
398,-30.25374985,-77.83145905,0,1,1
399,-25.78011513,63.23992538,0,0,0
400,27.54685974,-47.63618469,0,0,1
401,-4.290989876,-64.96206665,1,0,1
402,-44.56236649,-41.07838821,0,0,1
403,-62.51324081,46.47954559,0,1,1
404,47.67153168,-10.71891022,1,0,1
405,-23.51874161,-66.40909576,1,1,1
406,-1.689415216,-26.73310661,1,0,1
407,1.330030084,52.26893616,1,1,1
408,12.12770081,-19.05955124,1,0,1
409,84.1006546,3.644775867,0,1,0
410,-32.83527756,-68.07492828,0,1,0
411,6.686691284,-0.12419071,0,0,1
412,58.34058762,-2.045654774,0,0,1
413,31.64188957,6.339071751,0,1,0
414,-23.3314743,-47.44585037,0,1,0
415,-41.31833267,-37.45685577,0,0,1
416,-57.43102264,-4.476704597,1,0,1
417,-23.91432953,44.7127533,0,0,0
418,-7.055452824,55.14416504,1,1,1
419,58.93132019,35.05036926,0,1,1
420,9.959290504,29.92609978,0,0,0
421,-55.93565369,52.50531769,0,1,1
422,-6.769256592,81.94787598,0,0,0
423,-48.36966705,2.149520874,0,1,1
424,30.31858826,12.99143982,1,0,1
425,29.50912094,28.41049576,0,0,1
426,-3.202465534,21.06747055,1,0,1
427,-6.601824284,-45.78145599,0,0,1
428,-51.28085709,32.22055435,1,0,1
429,7.066226482,-52.36549377,0,1,1
430,-62.1150856,5.623375416,1,0,1
431,-3.439026356,-55.46400452,1,0,1
432,-16.23311615,-72.51907349,1,1,0
433,32.60076904,28.68024635,1,0,0
434,76.6169281,34.42606354,1,1,1
435,59.77737808,20.66726303,1,0,1
436,11.52570343,63.00432587,1,0,1
437,27.75762177,-48.51760864,0,0,1
438,-77.07382965,-33.96515656,1,1,1
439,-53.11075974,-2.924573183,0,0,1
440,4.617966652,-74.7427597,0,0,1
441,74.7407074,-33.71862411,0,1,1
442,37.04389954,51.61238861,0,1,0
443,-27.40674019,38.13371658,1,0,1
444,-27.59950066,60.6614418,0,0,0
445,40.46921921,37.93772125,1,1,1
446,62.42237091,58.58983612,1,1,1
447,8.675286293,62.87902832,0,0,0
448,31.11262703,-11.54587746,0,0,0
449,-46.30156326,-16.04992676,0,0,1
450,41.10116959,-51.84357071,0,1,0
451,-46.33112717,-34.32543564,1,0,1
452,62.91609573,4.824213982,0,1,1
453,4.01471138,-48.95415497,0,1,1
454,-33.20938492,-68.72562408,0,1,1
455,53.39818573,9.425535202,0,1,1
456,-45.96072006,-18.07868576,1,0,1
457,68.30513763,-48.63364792,1,1,1
458,5.533069611,83.08348846,0,0,1
459,32.07719421,34.58438873,1,1,1
460,-42.87903976,18.20312309,1,0,1
461,-14.46458912,42.64743805,0,0,1
462,-37.51700211,0.395695865,1,0,1
463,1.822398305,-30.32049561,0,1,1
464,58.42236328,-33.07567978,0,1,1
465,-34.08221436,-49.34399414,0,0,0
466,70.42719269,44.18244553,1,1,1
467,-61.21492004,37.77648926,1,1,1
468,-38.6254921,74.51351166,0,1,0
469,3.445399523,56.7381897,1,0,1
470,17.68600845,-27.54223633,0,0,1
471,-41.89454269,5.971355915,0,0,1
472,-60.3341217,10.44536781,0,0,0
473,-35.0012207,56.28219223,1,0,1
474,-64.42448425,-23.38762474,0,0,1
475,-67.50422668,-32.93555069,0,1,0
476,-54.43626022,-3.919290781,1,0,1
477,-61.53960037,7.897430897,1,0,1
478,-6.889661312,-1.757775784,1,1,0
479,50.61414719,-2.470640421,0,1,0
480,-35.98460007,-11.93075275,0,0,1
481,-65.58589935,29.55197144,1,0,1
482,-5.322580338,-46.74381638,1,0,1
483,-43.6961174,34.89849472,0,0,0
484,22.08641434,-38.47089386,1,1,1
485,-8.993627548,71.98921967,1,0,1
486,36.15791702,22.80122185,0,0,0
487,-51.82170105,19.89897537,0,0,1
488,71.62960052,29.25930595,1,1,1
489,-4.951175213,-47.0196991,1,0,0
490,-71.06551361,30.04176521,1,0,1
491,-22.80083466,-23.88895988,1,1,1
492,-33.40652847,-27.49356842,0,1,1
493,-13.4931488,-29.41486549,0,0,0
494,16.70697021,54.39313126,1,1,1
495,21.14358902,-80.61412048,0,0,0
496,-61.10784531,-44.41947174,1,0,1
497,36.75947571,-24.39971733,1,0,1
498,-9.852665901,40.50954056,0,0,1
499,33.3401413,40.77994537,1,1,1
500,-2.150931835,16.27617264,0,0,1
501,20.4053688,-49.63357925,1,0,1
502,58.38701248,11.97806072,1,1,1
503,-34.91184235,56.18610001,0,0,1
504,-45.87395859,-9.443911552,0,0,1
505,51.09407806,64.69243622,0,1,0
506,41.38137817,-9.573115349,0,1,0
507,74.84866333,-7.294009686,0,1,1
508,21.62624931,3.237210512,1,1,1
509,-15.53502178,46.47781372,1,0,1
510,-12.0809288,32.61145401,1,0,1
511,62.47018814,-51.47388458,1,1,1
512,-36.77729797,-43.86073685,0,0,1
513,-56.09800339,-24.2801609,1,0,1
514,27.24624252,27.75470543,1,0,1
515,62.09892273,-51.53402328,1,1,1
516,-48.02140045,19.43222046,0,0,0
517,-54.71003342,-63.86231995,0,0,1
518,33.8874588,-54.50089264,0,0,1
519,43.81952667,-30.06361389,0,0,1
520,25.51999664,-63.39967728,0,0,0
521,-51.72483063,58.58298874,1,1,1
522,-23.69235229,-65.17277527,0,1,0
523,-41.03296661,-64.57933044,1,0,0
524,3.000656128,82.25205994,1,0,1
525,57.1785965,-18.36672783,1,1,1
526,-52.22187805,-65.9306488,1,0,1
527,-20.35891533,21.59268761,0,0,1
528,-34.7669754,-49.96380234,1,0,1
529,17.71431541,-1.170689702,1,0,1
530,-28.03348923,-22.83273888,1,1,1
531,45.50536346,41.44334793,1,0,1
532,-37.29260635,-4.644219875,1,0,1
533,45.76807404,-44.34895706,0,1,1
534,60.4932251,-41.77927399,1,1,1
535,1.815986395,-30.43108177,1,1,1
536,2.48114872,49.59270477,0,1,0
537,-25.93501854,10.58481407,1,0,1
538,-27.90877724,-2.850452185,0,1,1
539,-49.1541481,28.16671562,1,0,1
540,-49.28804779,-45.58510971,0,0,0
541,-4.836935043,75.50260925,1,0,1
542,25.80972672,23.1540699,1,0,1
543,-58.66633606,-25.90948868,1,0,1
544,40.55197144,-10.12270069,0,1,1
545,-6.822890759,-25.95015907,0,1,1
546,5.014033318,-13.78848839,1,1,1
547,-14.29111385,-5.784893036,0,1,1
548,-40.22649002,28.11932945,1,0,1
549,33.80130005,-52.54396439,1,0,1
550,12.74639034,-20.48435783,1,0,1
551,58.96184921,-1.539234042,1,0,1
552,-4.640303612,61.38924408,1,1,1
553,5.22045517,-47.47045517,0,1,0
554,13.98895741,48.83336258,1,1,1
555,-39.18364716,-28.77330399,1,0,0
556,6.135892868,61.00312805,1,0,1
557,45.60419846,-27.72056007,1,0,1
558,-68.76534271,-35.34150696,0,1,0
559,3.469209671,-57.76477814,1,0,1
560,-4.344642639,-23.25039673,0,0,0
561,27.37633896,4.555280685,1,1,1
562,51.61819839,-5.564455509,1,1,1
563,-77.10845184,-33.92602158,1,1,1
564,30.34518814,-40.06993103,1,1,0
565,-32.62631607,-5.442791462,1,0,1
566,41.30446243,20.06891441,0,1,0
567,22.68752861,-3.698381424,1,1,0
568,19.90301132,23.41750145,1,0,1
569,59.57919312,36.64654541,1,1,1
570,72.46565247,42.41165161,0,1,0
571,-43.32041168,-39.90129471,1,0,1
572,36.89402771,-7.338243961,1,1,1
573,-33.87306213,-31.39857864,1,1,1
574,59.19586945,35.70898438,0,1,0
575,36.85716629,-7.382114887,1,1,1
576,20.3537426,45.23708344,1,1,1
577,38.25163269,-67.72825623,1,1,1
578,-10.67117691,62.21248245,0,0,1
579,11.16708851,18.8103199,0,1,1
580,-46.39907837,-15.27327061,0,0,1
581,-70.56452942,-9.102773666,0,1,0
582,-6.677645206,-2.22135067,1,1,1
583,37.62812805,34.1518631,0,1,1
584,-10.23622131,-3.557145357,0,1,0
585,-18.33268547,26.56995964,1,0,1
586,18.56423759,34.01011658,1,0,1
587,37.03661346,50.20175552,1,1,1
588,-33.8839035,-32.284729,1,1,1
589,12.57524204,-31.27388954,1,0,1
590,48.8878212,-54.66713715,1,1,1
591,30.97083855,-11.45018291,1,0,1
592,-54.65745163,-43.43133163,1,0,1
593,-16.8752079,61.69987488,0,0,1
594,-30.44446182,2.268042088,1,0,1
595,8.1242733,30.27545357,1,0,1
596,64.70372772,-21.04216957,1,1,0
597,60.60263824,10.22983932,1,1,1
598,-41.91228867,6.295030594,1,0,1
599,12.57538605,-13.69207096,1,1,1
600,-26.89166641,-4.455829144,1,1,1
601,-20.97106361,65.69012451,0,0,1
602,-1.776689649,-2.300632238,1,0,1
603,-3.370203495,48.79945755,1,0,1
604,17.76120186,-21.73339653,1,1,0
605,-10.19317055,8.821130753,0,0,0
606,-54.95992279,-4.181624413,0,0,1
607,-18.28208923,-30.33767319,1,0,1
608,17.22101021,67.76202393,0,1,1
609,-63.82816696,-14.90023327,1,0,1
610,49.86301041,62.94414139,0,1,1
611,-17.32942009,62.98283768,0,0,1
612,-25.37475777,71.84092712,1,0,1
613,-52.22971344,-11.10277653,1,0,1
614,30.79504585,-73.98699188,1,0,1
615,46.75490952,-20.82954788,1,0,1
616,-17.72011757,-72.53061676,1,1,1
617,76.54025269,33.70972061,1,1,1
618,-66.016716,-0.232550994,0,0,1
619,46.20388794,37.98072052,0,0,1
620,-49.08636856,40.90103149,1,0,1
621,-7.007536411,30.18181419,0,0,1
622,-39.13437271,50.33800507,1,1,1
623,6.03819561,-40.70155716,0,1,1
624,-35.21557236,56.49447632,0,0,1
625,-59.07676315,-26.01473618,1,0,1
626,30.47084808,-40.0775528,0,1,1
627,14.60238838,68.86291504,1,1,1
628,-35.70344925,-11.81146336,0,0,0
629,-3.88461566,-11.92781925,1,1,1
630,-5.786139965,-61.01705933,1,0,1
631,-15.26848984,-11.71584415,0,0,1
632,-4.128194809,-56.36739349,1,0,1
633,-32.28375244,48.92765045,1,0,1
634,-68.35449982,-34.9235611,1,1,1
635,73.28396606,18.07484245,0,1,1
636,29.70000076,77.66518402,0,0,1
637,82.99504852,-19.70537567,1,1,1
638,-56.76421738,-35.82926941,0,0,1
639,-18.25267601,-31.94726944,1,0,1
640,-57.16968536,-29.97665024,1,0,1
641,65.10359955,36.14253998,1,1,1
642,53.90284348,8.595121384,0,1,1
643,-38.07806778,-53.21660614,1,0,1
644,-6.551207542,20.03357697,1,1,1
645,-10.57324791,60.85209274,1,0,1
646,-17.99048996,-59.79105377,1,0,0
647,-36.51576614,13.90036869,1,0,1
648,-13.82530785,-20.06631279,1,0,0
649,-38.41965866,20.12291527,0,0,1
650,-14.76873684,11.55597115,1,1,1
651,-22.4991703,44.25786209,1,0,1
652,22.83910561,30.34132576,1,0,1
653,22.55281639,29.59092522,1,0,1
654,33.87490463,-54.39137268,0,0,1
655,30.34026337,75.1078949,0,0,1
656,37.91749954,-6.176081181,1,1,1
657,-72.46118164,49.57041931,1,1,1
658,-76.63841248,22.70084,0,0,1
659,-77.3895874,-33.59122849,1,1,1
660,-32.71892548,12.24908447,1,0,1
661,41.00236511,-27.18984795,0,1,0
662,15.44474602,55.06036758,0,1,0
